Date,Site,Hi_Lo,Replicate,TransectDepth,Pelagic_Benthic,Length,CommonName,Sex,Family,Genus,Species,Latin,a,b,abSource
26-Jan-20,McKenzie,Lo,3,3,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
26-Jan-20,McKenzie,Lo,3,3,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
26-Jan-20,McKenzie,Lo,3,3,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
26-Jan-20,McKenzie,Lo,3,3,Pass Two,10,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
26-Jan-20,McKenzie,Lo,3,3,Pass Two,9,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
26-Jan-20,McKenzie,Lo,3,3,Pass Two,9,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
26-Jan-20,McKenzie,Lo,3,3,Pass Two,9,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
26-Jan-20,McKenzie,Lo,3,3,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
26-Jan-20,McKenzie,Lo,3,3,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
26-Jan-20,McKenzie,Lo,3,3,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
26-Jan-20,McKenzie,Lo,3,3,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
26-Jan-20,McKenzie,Lo,3,3,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
26-Jan-20,McKenzie,Lo,3,3,Pass Two,5,Brown Rockfish,,Sebastidae,Sebastes,auriculatus,Sebastes auriculatus,0.01047,3.07,FishBase
26-Jan-20,McKenzie,Lo,3,3,Pass Two,4,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
26-Jan-20,McKenzie,Lo,3,3,Pass Two,6,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
26-Jan-20,McKenzie,Lo,3,3,Pass Two,9,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
26-Jan-20,McKenzie,Lo,3,3,Pass Two,4,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
26-Jan-20,McKenzie,Lo,3,3,Pass Two,4,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
26-Jan-20,McKenzie,Lo,3,3,Pass Two,10,Padded Sculpin,,Cottidae,Artedius,fenestralis,Artedius fenestralis,0.00646,3.16,FishBase
26-Jan-20,McKenzie,Lo,3,3,Pass Two,7,Padded Sculpin,,Cottidae,Artedius,fenestralis,Artedius fenestralis,0.00646,3.16,FishBase
26-Jan-20,McKenzie,Lo,3,3,Pass Two,4,Padded Sculpin,,Cottidae,Artedius,fenestralis,Artedius fenestralis,0.00646,3.16,FishBase
26-Jan-20,McKenzie,Lo,3,3,Pass Two,4,Scalyhead Sculpin,,Cottidae,Artedius,harringtoni,Artedius harringtoni,0.00646,3.16,FishBase
9-Feb-20,Dragon,Lo,2,3,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
9-Feb-20,Dragon,Lo,2,3,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
9-Feb-20,Dragon,Lo,2,3,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
9-Feb-20,Dragon,Lo,2,3,Pass Two,9,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
9-Feb-20,Dragon,Lo,2,3,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
9-Feb-20,Dragon,Lo,2,3,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
9-Feb-20,Dragon,Lo,2,3,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
9-Feb-20,Dragon,Lo,2,3,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
9-Feb-20,Dragon,Lo,2,3,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
9-Feb-20,Dragon,Lo,2,3,Pass Two,5,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
9-Feb-20,Dragon,Lo,2,3,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
9-Feb-20,Dragon,Lo,2,3,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
9-Feb-20,Dragon,Lo,2,3,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
9-Feb-20,Dragon,Lo,2,3,Pass Two,5,Padded Sculpin,,Cottidae,Artedius,fenestralis,Artedius fenestralis,0.00646,3.16,FishBase
9-Feb-20,Dragon,Lo,2,3,Pass Two,10,Northern Clingfish,,Gobiesocidae,Gobiesox,maeandricus,Gobiesox maeandricus,0.0055,3.11,FishBase
9-Feb-20,Dragon,Lo,2,3,Pass Two,14,Copper Rockfish,,Sebastidae,Sebastes,caurinus,Sebastes caurinus,0.00001597,3.0405,California Fish and Game Fish Bulletin 177
9-Feb-20,Dragon,Lo,2,3,Pass Two,9,Copper Rockfish,,Sebastidae,Sebastes,caurinus,Sebastes caurinus,0.00001597,3.0405,California Fish and Game Fish Bulletin 177
9-Feb-20,Dragon,Lo,2,3,Pass Two,15,Copper Rockfish,,Sebastidae,Sebastes,caurinus,Sebastes caurinus,0.00001597,3.0405,California Fish and Game Fish Bulletin 177
9-Feb-20,Dragon,Lo,2,3,Pass Two,14,Copper Rockfish,,Sebastidae,Sebastes,caurinus,Sebastes caurinus,0.00001597,3.0405,California Fish and Game Fish Bulletin 177
9-Feb-20,Dragon,Lo,2,3,Pass Two,9,Striped Perch,,Embiotocidae,Embiotoca,lateralis,Embiotoca lateralis,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,3,Pass Two,8,Striped Perch,,Embiotocidae,Embiotoca,lateralis,Embiotoca lateralis,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,3,Pass Two,9,Striped Perch,,Embiotocidae,Embiotoca,lateralis,Embiotoca lateralis,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,3,Pass Two,4,Kelp Perch,,Embiotocidae,Brachyistius,frenatus,Brachyistius frenatus,0.01318,3.05,FishBase
9-Feb-20,Dragon,Lo,2,3,Pass Two,5,Kelp Perch,,Embiotocidae,Brachyistius,frenatus,Brachyistius frenatus,0.01318,3.05,FishBase
9-Feb-20,Dragon,Lo,2,3,Pass Two,8,Kelp Perch,,Embiotocidae,Brachyistius,frenatus,Brachyistius frenatus,0.01318,3.05,FishBase
9-Feb-20,Dragon,Lo,2,3,Pass Two,9,Kelp Perch,,Embiotocidae,Brachyistius,frenatus,Brachyistius frenatus,0.01318,3.05,FishBase
9-Feb-20,Dragon,Lo,2,3,Pass Two,4,Kelp Perch,,Embiotocidae,Brachyistius,frenatus,Brachyistius frenatus,0.01318,3.05,FishBase
9-Feb-20,Dragon,Lo,2,3,Pass Two,4,Kelp Perch,,Embiotocidae,Brachyistius,frenatus,Brachyistius frenatus,0.01318,3.05,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,24,Copper Rockfish,,Sebastidae,Sebastes,caurinus,Sebastes caurinus,0.00001597,3.0405,California Fish and Game Fish Bulletin 177
9-Feb-20,Dragon,Lo,2,15,Pass One,12,Striped Perch,,Embiotocidae,Embiotoca,lateralis,Embiotoca lateralis,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
9-Feb-20,Dragon,Lo,2,15,Pass One,5,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
